,bin,name,first_author,author_corresponding,counts,work_citedby
7473,4,Statistical Literacy and Reasoning in Education,3,3,6,38
7474,4,Statistical Machine Translation and Natural Language Processing,1,0,4,153
7475,4,Statistical Mechanics of Complex Networks,4,1,10,46
7476,4,Statistical Methods for Sensitive Survey Questions,0,0,1,1
7477,4,Statistical Methods in Clinical Trials and Drug Development,6,4,24,317
7478,4,Statistical Physics of Opinion Dynamics,1,0,4,89
7479,4,Statistical Process Control in Research and Healthcare Improvement,1,0,1,0
7480,4,Stigma and Dynamics of Non-Monogamous Relationships,15,15,15,61
7481,4,Stochastic Resonance in Nonlinear Systems,0,0,1,33
7482,4,Stochastic Thermodynamics and Fluctuation Theorems,2,1,2,0
7483,4,Stochasticity in Gene Regulatory Networks,2,2,8,164
7484,4,Strategic Management and Organizational Leadership,1,1,2,1
7485,4,Strategies to Reduce Low-Value Health Care Services,6,4,14,369
7486,4,Stratospheric Chemistry and Climate Change Impacts,4,2,12,453
7487,4,Strigolactone Signaling in Plant Interactions,0,1,5,70
7488,4,Structural Analysis and Design Optimization in Engineering,1,0,1,0
7489,4,Structure and Function of G Protein-Coupled Receptors,9,3,42,1430
7490,4,Structure and Function of Gap Junctions and Connexins,0,0,6,113
7491,4,Structure and Function of Nicotinic Receptors,1,1,3,166
7492,4,Structure and Function of the Nuclear Pore Complex,3,1,10,180
7493,4,Studies on the Theology and Philosophy of Augustine,1,1,1,3
7494,4,Study of Collective Memory and Trauma,3,3,3,96
7495,4,Suicidal Behavior and Prevention Strategies,5,5,37,943
7496,4,Supercritical Fluid Extraction and Processing,0,1,1,5
7497,4,Supporting Health Care Transition from Adolescence to Adulthood,5,8,32,883
7498,4,Surface Analysis and Electron Spectroscopy Techniques,3,0,4,0
7499,4,Surfactant Aggregation and Self-Assembly Phenomena,0,0,1,15
7500,4,Surgical Interventions for Cervical Spine Disorders,9,3,47,1344
7501,4,Surgical Management of Brachial Plexus Injuries,1,0,2,29
7502,4,Surgical Simulation and Training Techniques,7,4,28,697
7503,4,Surgical Suture Materials and Techniques,1,0,2,4
7504,4,Surgical Ventricular Reconstruction in Myocardial Infarction,4,4,24,319
7505,4,Survey Methodology and Response Rates Analysis,1,1,3,31
7506,4,Sustainability Transitions and Resilience in Social-Ecological Systems,0,0,2,463
7507,4,Sustainable Development in Mining and Minerals Industry,0,0,1,84
7508,4,Sustainable Diets and Environmental Impact,0,0,4,132
7509,4,Swarm Intelligence Optimization Algorithms,1,0,1,0
7510,4,Sweeteners' Taste and Impact on Health,2,1,12,67
7511,4,Symbiotic Nitrogen Fixation in Legumes,0,1,2,8
7512,4,Symplectic Topology and Knot Invariants,1,0,2,1
7513,4,Synthesis and Applications of ß-Lactams,0,1,1,0
7514,4,Synthesis and Biological Activities of Oxazolones,0,0,2,10
7515,4,Synthesis and Biological Activities of Quinoxaline Derivatives,0,1,4,168
7516,4,Synthesis and Properties of Boron-based Materials,0,0,1,0
7517,4,Synthesis and Properties of Inorganic Cluster Compounds,1,0,1,0
7518,4,System Dynamics Modeling and Applications,5,2,8,50
7519,4,System Identification Techniques,1,0,1,0
7520,4,Systemic Lupus Erythematosus and Antiphospholipid Syndrome,14,17,90,2015
7521,4,Tactile Perception and Cross-modal Plasticity,3,0,3,0
7522,4,Targeted Protein Degradation in Biomedical Research,3,1,27,2440
7523,4,Teaching and Learning in Higher Education,1,1,3,30
7524,4,Technology Adoption and Aging Population,1,0,1,0
7525,4,Telemedicine in Global Healthcare,2,0,10,662
7526,4,Temporal Dynamics of Team Processes and Performance,0,0,1,2
7527,4,"Temporal, Spatial, and Social Aspects of Cultural Heritage Studies",1,1,1,0
7528,4,Tensor Decompositions and Applications in Multilinear Algebra,1,0,6,61
7529,4,Territorial Governance and Environmental Participation,1,1,1,0
7530,4,Terrorism and Radicalization Studies,1,2,3,60
7531,4,Testicular Germ Cell Tumors and Treatment,2,2,31,768
7532,4,The Delphi Method in Research and Consensus Building,0,0,7,1174
7533,4,The Dialogical Self: Personal and Cultural Positioning,1,1,2,4
7534,4,The Evolution of Integrated Marketing Communication,0,1,1,3
7535,4,The Exposome in Environmental Health Research,12,6,51,2837
7536,4,The Impact of Creative Industries on Urban Development,0,0,1,22
7537,4,The Impact of Digital Media on Public Discourse,3,3,5,42
7538,4,The Impact of R&D Subsidies on Private R&D Investment,0,0,2,4
7539,4,The Problem of Evil and Theodicy,2,2,2,0
7540,4,The Relationship Between Music and Anxiety Management,2,1,2,0
7541,4,The Responsibility to Protect in International Relations,2,2,2,0
7542,4,The Role of Exercise in Inflammation and Oxidative Stress,1,1,6,312
7543,4,The Role of Narrative in Persuasive Communication,1,1,1,0
7544,4,The Role of Online Dispute Resolution in Global Trade,3,3,3,2
7545,4,The Role of Sociology in Public Discourse and Policy,1,1,1,0
7546,4,The Study of Creativity and Innovation,0,0,1,11
7547,4,The p53 Signaling Network in Cancer Research,5,3,41,1368
7548,4,Theoretical Developments in Attachment and Relationships,1,0,5,62
7549,4,Theoretical Framework of Cognitive Informatics and Computational Intelligence,2,1,2,0
7550,4,Theoretical Perspectives on Global Justice,3,3,4,17
7551,4,Theoretical and Applied Studies in Terminology and Specialized Language,1,0,2,0
7552,4,Theoretical and Computational Physics,2,1,2,0
7553,4,Theories of Behavior Change and Self-Regulation,1,0,5,74
7554,4,Theory and Applications of Cellular Automata,2,1,3,2
7555,4,Theory and Applications of Compressed Sensing,1,1,6,19
7556,4,Theory and Applications of Option Pricing Models,1,0,3,25
7557,4,Theory-based Evaluation of Complex Interventions,1,1,2,31
7558,4,Therapeutic Advances in Cystic Fibrosis Research,20,20,123,3670
7559,4,Therapeutic Alliance in Psychotherapy,4,3,11,665
7560,4,"Therapeutic Antibodies: Development, Engineering, and Applications",5,3,28,1473
7561,4,Therapeutic Applications of Bee Venom Therapy,0,0,1,1
7562,4,Therapeutic Applications of Honokiol and Magnolol Compounds,1,1,24,1246
7563,4,Therapeutic Applications of Molecular Hydrogen Therapy,0,0,4,4
7564,4,Therapeutic Hypothermia and Fever Management,2,3,15,590
7565,4,Therapeutic Potential of Berberine Alkaloids,0,0,1,9
7566,4,Therapeutic Potential of Psychedelic Therapy,2,0,9,520
7567,4,Thermochemical Properties of Organic Compounds,0,0,1,33
7568,4,Thin-Film Solar Cell Technology,0,0,1,0
7569,4,Thrombosis and Coagulation Disorders,2,2,12,360
7570,4,Thyroid Disease and Hormone Regulation,2,2,8,114
7571,4,Tick-Borne Diseases and Pathogens Transmission,2,1,9,75
7572,4,Time Series Forecasting Methods,0,0,1,3
7573,4,Time-of-Flight Imaging Techniques,1,0,1,0
7574,4,Tissue Engineering and Regenerative Medicine,9,5,57,1916
7575,4,Toxicology and Environmental Impacts of Mercury Contamination,0,0,1,4
7576,4,Toxoplasmosis and Neosporosis Research,2,2,19,131
7577,4,Traditional Chinese Medicine and Healthcare Practices,0,0,2,0
7578,4,Traditional Knowledge of Medicinal Plants,1,1,4,320
7579,4,Trained Immunity in Health and Disease,0,0,8,43
7580,4,Trajectory Data Mining and Analysis,1,0,16,183
7581,4,Transatlantic Slave Trade and Its Impact,1,1,1,19
7582,4,Transformation of European Political Thought and Culture,2,2,2,0
7583,4,Transformation of Global Christianity since 1945,1,1,1,0
7584,4,Transformation of Medical Education and Professionalism,20,9,55,610
7585,4,Transformation of Russian Economy and Society,5,5,5,9
7586,4,Transformative Potential of Blended Learning in Education,0,0,1,7
7587,4,Transforming Growth Factor Beta Signaling Pathway,0,1,4,57
7588,4,Transgenic Animal Research,1,0,9,0
7589,4,Transition Metal Catalysis,0,0,1,8
7590,4,Transition Metal-Catalyzed Cross-Coupling Reactions,0,1,1,247
7591,4,Transition-Metal-Catalyzed C–H Bond Functionalization,14,7,53,4934
7592,4,Translanguaging Pedagogy in Multilingual Education,1,1,1,1
7593,4,Translation of Canine Cancer Research to Humans,0,0,2,82
7594,4,Treatment and Management of Anal Cancer,1,0,29,83
7595,4,Treatment and Mechanisms of Complex Pain Syndromes,7,0,16,223
7596,4,Treatment and Outcomes of Hand Injuries,2,1,8,81
7597,4,Treatment and Pathogenesis of Hidradenitis Suppurativa,0,2,2,24
7598,4,Tuberculosis,27,24,170,5992
7599,4,Tuberous Sclerosis Complex and Related Disorders,1,1,12,561
7600,4,Tumors of the Ear and Temporal Bone,1,0,1,0
7601,4,Turbulent Flows and Vortex Dynamics,0,0,1,38
7602,4,Two-Dimensional Materials,1,0,2,64
7603,4,Ubiquitin-Proteasome Proteolytic Pathway,7,4,64,1253
7604,4,Understanding Consumer Behavior in Retail Environments,2,0,4,276
7605,4,Understanding Evolutionary Theory and its Acceptance,0,0,1,9
7606,4,Urban Shrinkage in Post-Socialist Contexts,1,1,1,5
7607,4,Uric Acid in Cardiovascular and Renal Health,3,4,12,78
7608,4,Urotrauma and Genitourinary Development,2,1,15,351
7609,4,User Acceptance of Information Technology,0,0,2,6
7610,4,User Authentication Methods and Security Measures,1,1,2,2
7611,4,Uterine Conditions and Treatments,0,0,7,32
7612,4,Vacuum Electronic High Power Terahertz Sources,1,0,1,0
7613,4,Vaginal Microbiome and Sexually Transmitted Infections,5,10,74,3460
7614,4,Value-based Management and Economic Performance Measurement,1,1,1,0
7615,4,Vascular Access for Coronary Procedures and Trauma Management,2,2,5,10
7616,4,Vascular Tumors and Angiosarcoma,2,5,6,180
7617,4,Venous Anomalies and Syndromes in Vascular System,2,1,8,49
7618,4,Venture Capital and Start-Up Financing,3,2,3,56
7619,4,Vibration Serviceability of Footbridges,1,0,1,0
7620,4,Vibration Suppression in Drive Systems,1,0,1,0
7621,4,Viral Diseases in Livestock and Poultry,0,0,3,58
7622,4,Viral Hemorrhagic Fevers and Zoonotic Infections,0,1,11,332
7623,4,Viral-Related Cancers in Immunocompromised Patients,8,11,53,1669
7624,4,Virtual Presence and Embodiment in VR Research,0,0,4,0
7625,4,Visigothic Monarchy in Hispania,7,7,7,3
7626,4,Visual Culture in Colonial Spanish America,2,2,2,0
7627,4,Visual Jurisprudence and Legal Semiotics,5,4,5,1
7628,4,Visual Question Answering in Images and Videos,1,1,1,0
7629,4,Vitamin D and Health Outcomes,8,21,145,5269
7630,4,Vitreoretinal Surgery Techniques,3,1,5,28
7631,4,Volunteered Geographic Information and Geospatial Crowdsourcing,3,0,8,17
7632,4,Water Quality and Hydrogeology Research,0,1,1,5
7633,4,Waterborne Disease Outbreaks and Pathogen Transport,1,1,3,76
7634,4,Web Data Extraction and Crawling Techniques,0,0,1,253
7635,4,Weight Stigma and Obesity Management,4,3,26,878
7636,4,Wildlife Ecology and Conservation Biology,1,1,1,0
7637,4,Wireless Body Area Networks in Healthcare,1,1,3,0
7638,4,Wireless Energy Harvesting and Information Transfer,0,0,1,6
7639,4,Wireless Power Transfer Systems and Applications,2,0,2,17
7640,4,Wnt Signaling in Development and Disease,1,1,11,467
7641,4,Work-related Stress and Health Impact,1,0,4,259
7642,4,Workplace Bullying and Harassment in Professional Environments,1,0,2,22
7643,4,Wound Healing and Regeneration,0,0,1,0
7644,4,X-ray Absorption Spectroscopy,0,0,1,60
7645,4,X-ray Imaging Techniques and Applications,4,5,11,121
7646,4,Xenotransplantation Research and Applications,3,0,19,2118
7647,4,Zebrafish as a Model Organism for Multidisciplinary Research,0,0,4,632
7648,4,mTOR Signaling in Growth and Disease,6,2,37,1184
7649,5,"14-3-3 Proteins: Structure, Function, and Regulation",2,2,23,87
7650,5,3D Bioprinting Technology,13,20,90,5212
7651,5,3D Geospatial Modelling Techniques,0,0,1,146
7652,5,4D Printing Technologies,1,3,8,486
7653,5,ATP Synthase Function and Regulation,0,0,2,216
7654,5,Abdominal Compartment Syndrome and Intra-abdominal Hypertension,3,2,6,3
7655,5,Accelerating Materials Innovation through Informatics,3,3,10,511
7656,5,Accuracy of Clinical Coding in Healthcare Data,2,2,6,350
7657,5,Acid Mine Drainage Remediation and Biogeochemistry,0,0,1,0
7658,5,Acquisition and Development of Sign Language,3,3,5,33
7659,5,Acupuncture Mechanisms and Clinical Applications,0,0,1,0
7660,5,Acute Myeloid Leukemia,10,10,116,5627
7661,5,Ad Hoc Wireless Networks Research,2,0,4,4
7662,5,Adaptation Studies in Literature and Film,1,1,1,0
7663,5,Adaptation of Tendon and Skeletal Muscle to Mechanical Loading,3,3,19,374
7664,5,Adaptation to Climate Change in Agriculture,1,1,2,34
7665,5,Adaptation to Concept Drift in Data Streams,0,0,1,15
7666,5,Addressing Racial and Ethnic Disparities in Healthcare through Cultural Competence,2,2,7,107
7667,5,Adolescent Sexual Health and Behavior Patterns,26,24,135,1249
7668,5,Adult Neurogenesis and Brain Development,1,1,13,262
7669,5,Advanced Cardiac Imaging Techniques and Diagnostics,39,30,197,5057
7670,5,Advanced Cryptographic Schemes and Protocols,0,0,2,90
7671,5,Advanced Techniques in Bioimage Analysis and Microscopy,5,3,32,1391
7672,5,Advancements in Biomedical Science and Health Research,1,1,1,0
7673,5,Advancements in Colorectal Cancer Research,9,6,57,1653
7674,5,Advancements in Density Functional Theory,9,13,49,2124
7675,5,Advancements in Lung Cancer Research,31,21,209,13144
7676,5,Advancements in Prostate Cancer Research,23,16,246,2273
7677,5,Advancements in Transplantation Procedures and Outcomes,2,1,2,3
7678,5,Advancements in Water Purification Technologies,0,0,1,16
7679,5,Advances in Metabolomics Research,35,37,239,8963
7680,5,Advances in Photoacoustic Imaging and Tomography,6,2,48,781
7681,5,Advances in Transfer Learning and Domain Adaptation,3,0,7,26
7682,5,Advances in Ultrasound Elastography Imaging Techniques,0,0,2,46
7683,5,Advancing Evidence-Based Practice Implementation in Healthcare,12,15,57,1832
7684,5,Adversarial Robustness in Deep Learning Models,1,0,3,18
7685,5,Adverse Drug Reactions and Pharmacovigilance,0,0,1,0
7686,5,Aerosols' Impact on Climate and Hydrological Cycle,0,2,4,103
7687,5,"Aetiology, Diagnosis, and Management of Myocarditis",6,8,43,594
7688,5,Age-Related Macular Degeneration Research,10,5,66,905
7689,5,Aggregation-Induced Emission in Fluorescent Materials,6,7,27,657
7690,5,Agricultural Development and Policy in South Asia,1,0,5,0
7691,5,Agricultural Education and School Gardening Research,2,1,3,0
7692,5,Agricultural Innovation and Livelihood Diversification,0,0,2,171
7693,5,Agroecology and Global Food Systems,1,1,1,0
7694,5,Airborne Transmission of Respiratory Viruses,5,8,39,900
7695,5,Alarm Fatigue in Clinical Monitoring Systems,2,1,8,71
7696,5,Algebraic Geometry and Moduli Theory,2,2,10,30
7697,5,Allergic Rhinitis and its Impact on Asthma,9,12,42,1977
7698,5,American Political Thought and History,38,31,39,20
7699,5,Amino Acid Transport and Metabolism in Health and Disease,3,3,29,709
7700,5,Ammonia Synthesis and Electrocatalysis,1,0,2,0
7701,5,Amoebiasis: Pathogenesis and Clinical Management,5,4,21,253
7702,5,Amyotrophic Lateral Sclerosis and Frontotemporal Dementia,15,23,150,7662
7703,5,Anaerobic Methane Oxidation and Gas Hydrates,3,3,5,104
7704,5,Analog Circuit Design for Biomedical Applications,0,0,3,13
7705,5,Analysis and Applications of Heart Rate Variability,23,18,156,3312
7706,5,Analysis of Brain Functional Connectivity Networks,76,82,483,12685
7707,5,Analysis of Cardiac and Respiratory Sounds,2,3,14,262
7708,5,Analysis of Electrocardiogram Signals,4,6,47,4015
7709,5,Analysis of Electromyography Signal Processing,4,4,33,272
7710,5,Analysis of Gene Interaction Networks,16,8,92,2968
7711,5,Analysis of Impact Investing in Finance and Social Policy,1,1,2,3
7712,5,Analysis of Intellectual Property Rights and Innovation,5,3,5,1
7713,5,Analysis of Traffic Safety and Driver Behavior,3,2,13,425
7714,5,Ancient Egyptian Studies and Linguistics,3,3,3,39
7715,5,Ancient Magical Practices and Beliefs,2,2,2,0
7716,5,Ancient Near Eastern Archaeology and History,5,5,5,0
7717,5,Anesthesia and Sedation Management,11,11,36,382
7718,5,Animal Nutrition and Gut Health,1,1,2,126
7719,5,Animal Research Studies,2,5,14,173
7720,5,Ankle Injuries and Disorders in Sports Medicine,9,12,40,345
7721,5,Anomaly Detection in High-Dimensional Data,0,3,12,2
7722,5,Anorectal Surgical Procedures,1,1,2,24
7723,5,Anterior Cruciate Ligament Injuries in Athletes,10,9,31,810
7724,5,Anthelmintic Resistance in Veterinary Parasites,0,1,1,0
7725,5,Anthropology of Globalization and Neoliberal Governmentality,3,3,3,5
7726,5,Antibiotic Resistance in Aquatic Environments and Wastewater,0,1,2,37
7727,5,Anticipating Critical Transitions in Ecosystems,0,0,2,259
7728,5,Antimicrobial Peptides in Host Defense and Therapy,5,7,36,325
7729,5,Antimicrobial Properties of Essential Oils in Foods,0,9,20,659
7730,5,Antioxidants and Free Radicals in Health and Disease,1,0,5,0
7731,5,Antiplatelet Therapy in Cardiovascular Disease,6,2,21,149
7732,5,Apelin Signaling and Physiology,0,0,3,56
7733,5,Application of 3D Printing in Medical Anatomy Education,2,1,4,180
7734,5,Application of Fuzzy Cognitive Maps in Modeling,0,0,2,0
7735,5,Application of Genetic Programming in Machine Learning,1,1,2,21
7736,5,Application of Grey System Theory in Forecasting,0,0,1,0
7737,5,Application of Partially Ordered Sets in Chemistry Research,0,0,1,4
7738,5,Applications of Calorimetry in Scientific Research,1,1,2,2
7739,5,Applications of Deep Learning in Medical Imaging,2,1,20,736
7740,5,Applications of Infrared Thermography in Non-Destructive Testing,0,0,1,0
7741,5,Applications of Photoredox Catalysis in Organic Synthesis,4,6,14,1029
7742,5,Applications of Plasma in Medicine and Biology,0,0,1,0
7743,5,Applications of Platelet-Rich Plasma in Regenerative Medicine,1,0,6,557
7744,5,Applications of Quantum Dots in Nanotechnology,12,18,40,1093
7745,5,Aqueous Zinc-Ion Battery Technology,1,1,1,16
7746,5,Archaeoastronomy and Cultural Landscapes,1,1,1,0
7747,5,Archival Science and Digital Preservation,1,1,2,4
7748,5,Arctic Shipping and Governance,1,1,1,1
7749,5,Aromaticity in Organic Molecules and Materials,0,2,2,23
7750,5,Arsenic Contamination in Natural Waters,0,1,11,164
7751,5,Art as an Investment and Market Dynamics,2,2,7,3
7752,5,Arterial Stiffness and Cardiovascular Health,13,6,100,1439
7753,5,Artificial Intelligence and Expert Systems,0,0,1,0
7754,5,Artificial Intelligence in Medicine,12,9,39,1774
7755,5,Artificial Intelligence in Service Industry,1,0,1,2
7756,5,Asian American Studies in Transnational Context,2,2,2,0
7757,5,Assessment of Animal Welfare in Various Species,2,3,3,36
7758,5,Assessment of Decisional Capacity in Psychiatry,3,6,13,45
7759,5,Assessment of Surface Water Quality,1,0,1,15
7760,5,Asset Pricing and Market Efficiency,19,7,37,1150
7761,5,Assistive Technology and Disabilities,0,0,3,8
7762,5,Asthma,31,21,130,5729
7763,5,Astronomical Instrumentation and Spectroscopy,0,0,5,0
7764,5,Atmospheric Aerosols and their Impacts,0,2,10,297
7765,5,Atomic Force Microscopy Techniques,4,3,51,982
7766,5,Atomic Magnetometry Techniques,3,1,16,92
7767,5,Atopic Dermatitis and Skin Microbiome,8,7,54,464
7768,5,Atrial Fibrillation,42,26,247,3972
7769,5,Attention-Deficit/Hyperactivity Disorder,12,10,50,2222
7770,5,Attosecond Physics and Optics,0,0,1,0
7771,5,Audio Signal Classification and Analysis,2,0,5,99
7772,5,Augmented Reality and its Applications,1,1,2,0
7773,5,Autism Spectrum Disorders,24,21,180,6178
7774,5,Autoimmune Encephalitis: Clinical Characteristics and Management,6,8,34,628
7775,5,Autoinflammatory Bone Disorders,0,0,3,300
7776,5,Automated Analysis of Blood Cell Images,2,1,10,483
7777,5,Automated Detection of Hate Speech and Offensive Language,3,3,7,29
7778,5,Automated Reconstruction of Fragmented Objects,1,0,2,0
7779,5,Automated Spine Segmentation and Identification,3,2,39,966
7780,5,Automatic Keyword Extraction from Textual Data,1,0,3,18
7781,5,Autonomous Vehicle Technology and Safety Systems,0,0,1,34
7782,5,Avian Vocal Communication and Evolutionary Implications,11,5,48,442
7783,5,Bacterial Biofilms and Quorum Sensing Mechanisms,12,8,50,1250
7784,5,Bacterial Physiology and Genetics,7,11,27,571
7785,5,Banking and Finance in Economic Systems,6,1,18,752
7786,5,Barriers to Healthcare Access and Quality of Service,0,0,1,0
7787,5,Bartonella Infections and Zoonotic Potential,1,2,7,67
7788,5,Behavioral Economics and Decision Making,4,2,13,44
7789,5,Behavioral Interventions in Special Education,17,18,56,814
7790,5,Biblical Studies and Christian Theology,30,29,31,38
7791,5,Bibliometric Analysis and Research Evaluation,6,3,14,268
7792,5,Bioactive Compounds in Seaweed,0,0,1,22
7793,5,Bioactive Limonoids in Medicinal Plants,0,1,3,16
7794,5,Bioactive Peptides in Food and Health,1,1,2,0
7795,5,Bioactivity of Steroidal Saponins in Medicinal Plants,0,0,1,17
7796,5,Bioavailability and Health Effects of Curcumin,1,2,10,158
7797,5,Biochemical Studies of Annonaceae Family Plants,0,1,1,59
7798,5,Biochemicals Associated with Myofascial Pain and Inflammation,2,2,5,68
7799,5,Biochemistry of Diabetic Complications,2,2,14,311
7800,5,Biodegradable Polymers as Biomaterials and Packaging,1,0,2,4
7801,5,Biodiversity Conservation and Ecosystem Management,0,0,3,64
7802,5,Bioethics and Patient Rights,0,0,1,0
7803,5,Biofield Medicine and Biophoton Emission Research,1,1,1,0
7804,5,Biogenesis and Functions of Circular RNAs,0,1,2,52
7805,5,Biogeochemical Cycling of Nutrients in Aquatic Ecosystems,0,0,5,0
7806,5,Biogeography and Conservation of Neotropical Freshwater Fishes,1,1,3,15
7807,5,Bioinspired Structural Materials and Biomineralization,0,0,1,10
7808,5,Biological Activities of Sesquiterpene Lactones in Cancer,2,0,2,32
7809,5,Biological Activities of Triterpenoids and Saponins,0,1,6,1182
7810,5,Biological Agents for Bioterrorism,4,3,29,471
7811,5,Biological Basis and Clinical Management of Syphilis,3,1,10,34
7812,5,Biological Methane Utilization and Metabolism,0,0,1,25
7813,5,Biological Properties of Aloe Vera and Related Compounds,1,1,1,17
7814,5,Biological Role of Caveolae in Cellular Processes,0,0,1,0
7815,5,Biological and Clinical Effects of Ionizing Radiation,3,8,68,1447
7816,5,Biological and Synthetic Hydrogenases: Mechanisms and Applications,2,3,5,106
7817,5,"Biological, Epidemiological, and Clinical Aspects of Echinococcosis",2,2,5,12
7818,5,Biology and Pathology of Keratins and Related Disorders,0,0,8,1182
7819,5,Bioluminescence Imaging and Reporter Systems,2,1,5,62
7820,5,Biomechanical Analysis of Archery Techniques and Equipment,0,0,1,0
7821,5,Biomechanical Modeling of Arterial Tissues,0,0,6,135
7822,5,Biomechanical Properties of the Cornea and Related Diseases,4,3,19,52
7823,5,Biomechanics and Psychology of Dance Performance,0,0,2,3
7824,5,Biomechanics of Bipedal Locomotion in Robots and Animals,0,0,1,50
7825,5,Biomechanics of Traumatic Brain Injury,2,2,5,27
7826,5,Biomedical Applications of Spectroscopy Techniques,1,0,4,70
7827,5,Biomedical Ontologies and Text Mining,5,5,18,140
7828,5,Biomedical Optical Imaging and Spectroscopy,9,10,39,761
7829,5,Biomimetic Nanotechnology in Material Synthesis and Assembly,0,0,5,0
7830,5,Biopolitics and State of Exception Studies,1,1,1,0
7831,5,Bisphosphonates in Cancer Treatment and Bone Health,3,3,18,140
7832,5,Black Liberation Theology and Social Justice,1,1,1,1
7833,5,Blind Source Separation and Independent Component Analysis,3,3,10,35
7834,5,Blockchain and Internet of Things Integration,0,0,7,182
7835,5,Blood Rheology and Coagulation Mechanisms,0,2,14,196
7836,5,Blood-Brain Barrier and Neurovascular Interactions,5,10,27,1083
7837,5,Body Composition Assessment and Analysis,2,1,12,21
7838,5,Body Contouring Techniques and Procedures,5,2,10,50
7839,5,"Body Dysmorphic Disorder: Psychosocial, Clinical, and Treatment Aspects",2,2,3,16
7840,5,Bone Tissue Engineering and Biomaterials,2,4,11,225
7841,5,Bone Tumors and Tumor-like Conditions in Skeletal System,4,2,16,86
7842,5,Borderline Personality Disorder: Psychopathology and Treatment,2,0,18,807
7843,5,Bose-Einstein Condensation of Polaritons,3,1,9,477
7844,5,Botanical Insecticides in Agriculture and Pest Management,0,0,1,2
7845,5,Botulinum Toxin in Neurology and Medicine,13,11,66,521
7846,5,Brain Fluid Dynamics and Waste Clearance Mechanisms,5,4,25,158
7847,5,Brain Lateralization and Handedness in Humans and Animals,0,0,3,107
7848,5,Brain-Computer Interfaces in Neuroscience and Medicine,9,13,63,1247
7849,5,Branchial Anomalies and Thyroid Abnormalities,0,0,5,8
7850,5,Breast Cancer Screening Technology,2,2,13,57
7851,5,Breast Magnetic Resonance Imaging in Oncology,1,1,23,105
7852,5,Breast Pathology and Imaging Techniques,5,5,16,189
7853,5,Breast Reconstruction Techniques and Outcomes,6,8,32,606
7854,5,"Breastfeeding: Epidemiology, Mechanisms, and Health Outcomes",5,5,20,557
7855,5,Breath Analysis Technology,2,3,17,152
7856,5,British and International Counterinsurgency Strategies,1,1,1,2
7857,5,Brown Adipose Tissue Function and Physiology,9,4,54,424
7858,5,Buddhist Studies in South and East Asia,3,3,3,2
7859,5,Business Law and Competitive Advantage,2,0,2,1
7860,5,Byzantine and Eastern Mediterranean Studies,3,3,3,34
7861,5,CHARGE Syndrome and Related Genetic Disorders,2,3,4,2
7862,5,Calcineurin-NFAT Signaling in Transcriptional Regulation,5,3,28,256
7863,5,Calcium Signaling and Ion Channels in Sensation,0,1,2,81
7864,5,Cancer Immunotherapy,54,43,449,16646
7865,5,Cancer Stem Cells and Tumor Metastasis,1,3,44,1036
7866,5,Cancer Survivorship and Quality of Life,8,12,82,4353
7867,5,Cancer of Unknown Primary Site,1,1,15,2
7868,5,Canine and Feline Health and Nutrition Research,1,1,2,24
7869,5,Canon Law and Religious Studies,2,2,2,0
7870,5,Cardiac Rehabilitation and Cardiovascular Health Interventions,47,28,420,12663
7871,5,Cardiac Resynchronization Therapy in Heart Failure,31,22,169,3103
7872,5,Cardiac Surgery and Bypass Grafting Outcomes,6,9,34,99
7873,5,Cardiotoxicity of Cancer Treatments,12,4,41,457
7874,5,Catalytic C-H Amination Reactions,2,3,6,100
7875,5,Catalytic Carbene Chemistry in Organic Synthesis,11,29,51,1561
7876,5,Catalytic Dehydrogenation of Light Alkanes,0,0,2,15
7877,5,Catalytic Nanomaterials,0,0,2,5
7878,5,Catalytic Oxidation of Alcohols,2,1,6,50
7879,5,Cataract Surgery Techniques and Complications,3,1,28,541
7880,5,Catheter Ablation of Cardiac Arrhythmias,9,5,45,786
7881,5,Causes and Consequences of Eurozone Financial Crisis,0,0,1,3
7882,5,Causes and Effects of Corruption,2,1,4,19
7883,5,Cavity Optomechanics and Nanomechanical Systems,0,0,1,7
7884,5,Cell Mechanics and Extracellular Matrix Interactions,8,8,62,817
7885,5,Cellular Senescence and Aging-Related Diseases,2,2,21,226
7886,5,Cerebellar Contributions to Neurological Disorders and Functions,5,4,17,167
7887,5,Cerebrospinal Fluid Disorders and Hematomas,1,1,16,842
7888,5,Ceremonial and Authority in Medieval Rome,1,1,1,0
7889,5,Challenges and Innovations in Bioinformatics Education,8,5,20,62
7890,5,Challenges and Innovations in Emergency Medicine,0,0,1,3
7891,5,Challenges and Opportunities in Translational Research,16,13,62,357
7892,5,Challenges and Policy Implications of Biodiversity Offsets,1,1,2,14
7893,5,Challenges and Solutions in Rural Health Workforce,4,5,45,205
7894,5,Challenges in Elderly Care and Demographic Transition,1,1,1,0
7895,5,Challenges in Medical Waste Management during COVID-19 Pandemic,1,0,2,43
7896,5,Challenges in Pain Management and Treatment,4,3,32,382
7897,5,Challenges in Understanding and Treating Leprosy,4,2,14,82
7898,5,Challenges of Urban Poverty and Development,0,0,11,25
7899,5,Changing Geographies of Religion in Modernity,5,4,5,3
7900,5,Changing Prevalence of HIV-Associated Oral Lesions,1,1,3,10
7901,5,Characterization of Chaotic Quantum Dynamics and Structures,1,1,1,0
