,author_name,bin,domain_name,first_author,author_corresponding,counts,work_citedby,Summary_Country,Summary_Institution
32444,Lynn E. Schlanger,2,Health Sciences,2,0,2,91,,Atlanta VA Medical Center:1;
32445,Lynn E. Schlanger,4,Health Sciences,3,1,4,58,,Veterans Health Administration:1;
32446,Lynn E. Schlanger,4,Life Sciences,0,0,1,14,,
32447,Lynn E. Schlanger,5,Health Sciences,2,0,2,2,,Veterans Health Administration:1;
32448,Lynn E. Schlanger,6,Health Sciences,0,0,1,0,,
32449,Lynn M. Almli,3,Health Sciences,0,0,1,69,,
32450,Lynn M. Almli,3,Life Sciences,1,0,10,1238,,
32451,Lynn M. Almli,3,Social Sciences,2,0,2,141,,
32452,Lynn M. Almli,4,Health Sciences,2,0,5,208,,
32453,Lynn M. Almli,4,Life Sciences,0,1,14,1180,,Veterans Health Administration:1;
32454,Lynn M. Almli,4,Physical Sciences,0,0,1,0,,
32455,Lynn M. Almli,4,Social Sciences,0,1,4,330,,
32456,Lynn M. Almli,5,Health Sciences,0,0,1,438,,
32457,Lynn M. Almli,5,Life Sciences,0,0,4,254,,
32458,Lynn M. Almli,6,Health Sciences,0,0,1,27,,National Center on Birth Defects and Developmental Disabilities:1;
32459,Lynn M. Durham,6,Life Sciences,0,0,1,2,,
32460,Lynn Marie Trotti,1,Health Sciences,2,0,3,633,,
32461,Lynn Marie Trotti,2,Health Sciences,5,1,5,261,,
32462,Lynn Marie Trotti,2,Life Sciences,1,1,1,55,,
32463,Lynn Marie Trotti,3,Health Sciences,3,0,9,406,,
32464,Lynn Marie Trotti,3,Life Sciences,3,0,7,465,,New England Research (United States):1;
32465,Lynn Marie Trotti,4,Health Sciences,3,3,12,90,,Emory Healthcare:1;
32466,Lynn Marie Trotti,4,Life Sciences,6,5,12,364,,
32467,Lynn Marie Trotti,4,Social Sciences,2,2,2,37,,
32468,Lynn Marie Trotti,5,Health Sciences,3,4,12,246,,
32469,Lynn Marie Trotti,5,Life Sciences,6,4,15,246,,
32470,Lynn Marie Trotti,5,Social Sciences,0,0,2,24,,
32471,Lynn Marie Trotti,6,Health Sciences,0,0,16,126,,
32472,Lynn Marie Trotti,6,Life Sciences,8,5,21,206,,Emory University Hospital:1;
32473,Lynn Marie Trotti,6,Physical Sciences,0,0,1,0,,
32474,Lynn Marie Trotti,6,Social Sciences,0,1,5,248,,Emory University Hospital:1;
32475,Lynn Sibley,0,Health Sciences,5,2,5,224,,American College of Nurse-Midwives:1;Carter Center:3;Georgia State University:1;
32476,Lynn Sibley,1,Health Sciences,3,1,4,153,,Lynn University:1;
32477,Lynn Sibley,1,Social Sciences,0,0,1,68,,
32478,Lynn Sibley,2,Health Sciences,1,0,8,852,,
32479,Lynn Sibley,3,Health Sciences,2,0,7,491,,
32480,Lynn Sibley,4,Health Sciences,2,3,4,82,,
32481,Lynn Sibley,4,Social Sciences,0,0,1,38,,
32482,Lynn Sibley,5,Health Sciences,0,0,4,81,,
32483,Lynn Sibley,5,Social Sciences,0,0,1,0,,
32484,Lynn Sibley,6,Health Sciences,0,0,2,4,,Carter Center:1;
32485,Lynne C. Nygaard,0,Physical Sciences,1,1,1,2,,
32486,Lynne C. Nygaard,0,Social Sciences,1,0,2,0,,
32487,Lynne C. Nygaard,1,Physical Sciences,1,0,2,3,,
32488,Lynne C. Nygaard,1,Social Sciences,2,0,7,227,,
32489,Lynne C. Nygaard,2,Physical Sciences,0,0,4,0,,
32490,Lynne C. Nygaard,2,Social Sciences,3,3,6,475,,
32491,Lynne C. Nygaard,3,Social Sciences,1,1,5,70,,
32492,Lynne C. Nygaard,4,Social Sciences,0,0,7,113,,
32493,Lynne C. Nygaard,5,Social Sciences,2,3,12,132,,
32494,Lynne C. Nygaard,6,Life Sciences,0,0,1,3,,
32495,Lynne C. Nygaard,6,Social Sciences,1,0,6,75,,
32496,Lynne E. Nield,6,Health Sciences,0,0,1,0,CA:2;,University of Toronto:2;
32497,Lynne Huffer,2,Social Sciences,4,3,4,116,,
32498,Lynne Huffer,3,Social Sciences,2,2,2,10,,
32499,Lynne Huffer,4,Social Sciences,2,2,3,23,,
32500,Lynne Huffer,5,Social Sciences,2,1,2,73,,
32501,Lynne Huffer,6,Social Sciences,1,1,1,3,,
32502,Lynnea D. Harris,5,Life Sciences,0,0,1,11,,
32503,Lynnea D. Harris,6,Life Sciences,1,0,1,5,,
32504,Lyra Griffiths,2,Life Sciences,2,0,3,88,,
32505,Lyra Griffiths,6,Health Sciences,0,0,1,0,,Igenbio (United States):1;
32506,Lyra Griffiths,6,Life Sciences,0,0,2,0,,
32507,Lyra Griffiths,6,Physical Sciences,0,0,2,0,,
32508,Lyubomir Dimitrov,6,Social Sciences,1,0,1,0,,
32509,Lyzberthe Chery,6,Health Sciences,0,0,1,5,,
32510,László Záborszky,6,Life Sciences,0,0,2,0,,National Institutes of Health:2;
32511,López Villalobos Jose Antonio,6,Social Sciences,0,0,1,2,,
32512,Lúcia Alves de Oliveira Fraga,6,Health Sciences,0,0,1,0,BR:6;,Universidade Federal de Juiz de Fora:6;
32513,M Ambika,6,Health Sciences,1,1,1,0,,
32514,M Armani,6,Social Sciences,0,1,2,1,,
32515,M Barbero,6,Health Sciences,0,0,3,0,,
32516,M Detry Morel,5,Health Sciences,1,0,1,7,,
32517,M Detry Morel,6,Health Sciences,1,0,1,0,,
32518,M E Ellis,6,Health Sciences,0,0,1,0,,
32519,M E Gold,6,Health Sciences,1,0,2,0,,
32520,M Elliott Williams,3,Life Sciences,0,0,1,82,,
32521,M Elliott Williams,6,Life Sciences,0,0,1,0,,
32522,M Gordon,6,Health Sciences,0,0,1,0,,
32523,M Gutierrez,6,Health Sciences,0,0,1,0,,
32524,M Inambao,6,Social Sciences,0,0,1,1,RW:1;,Rwanda Zambia HIV Research Group:1;
32525,M L Smith,6,Health Sciences,0,0,1,9,,"University of California, San Diego:1;"
32526,M Lanier,6,Health Sciences,0,0,1,0,,Mallinckrodt (United States):1;
32527,M Lee,6,Life Sciences,0,0,1,1,,
32528,M McCool-Myers,6,Health Sciences,0,0,1,0,,
32529,M Mohammaden,6,Health Sciences,0,0,1,0,,Grady Memorial Hospital:1;
32530,M Monroe,6,Social Sciences,0,0,1,0,,
32531,M Ramakrishna,6,Health Sciences,0,0,1,0,,
32532,M Stauch,6,Health Sciences,0,0,1,0,,The University of Texas Southwestern Medical Center:1;
32533,M. A. B. S. Akhonda,6,Life Sciences,0,0,1,1,,"University of Maryland, Baltimore County:3;"
32534,M. Alice Shillingsburg,2,Social Sciences,2,0,3,67,,
32535,M. Alice Shillingsburg,3,Life Sciences,2,0,3,83,,Center for Autism and Related Disorders:1;Marcus (United States):1;
32536,M. Alice Shillingsburg,3,Social Sciences,3,2,7,172,,Center for Autism and Related Disorders:6;Children's Healthcare of Atlanta:1;
32537,M. Alice Shillingsburg,4,Health Sciences,0,0,1,4,,Center for Autism and Related Disorders:1;
32538,M. Alice Shillingsburg,4,Life Sciences,1,3,5,99,,Center for Autism and Related Disorders:5;
32539,M. Alice Shillingsburg,4,Social Sciences,2,3,5,54,,Center for Autism and Related Disorders:4;
32540,M. Alice Shillingsburg,5,Social Sciences,2,2,3,59,,Center for Autism and Related Disorders:2;
32541,M. Alice Shillingsburg,6,Life Sciences,1,1,1,0,,Center for Autism and Related Disorders:2;May Institute:1;
32542,M. Allen McCullough,6,Life Sciences,0,0,1,0,,University of Alabama at Birmingham:1;
32543,M. Amália Carvalho Guimarães,6,Health Sciences,0,0,1,3,,
32544,M. Andrew Davis,2,Health Sciences,0,0,1,10,,
32545,M. Andrew Davis,6,Health Sciences,0,0,1,1,,Morehouse School of Medicine:1;
32546,M. Anthony Moody,6,Life Sciences,0,0,1,0,,Duke University:1;
32547,M. Arfan Ikram,6,Life Sciences,0,0,1,0,NL:4;,Erasmus MC:4;
32548,M. Armstrong,6,Health Sciences,0,0,1,0,,Children's Center:1;
32549,M. Ash,6,Health Sciences,1,0,1,0,,
32550,M. Brandon Westover,6,Life Sciences,0,0,1,7,IL:1;,Beth Israel Deaconess Medical Center:1;Hadassah Medical Center:1;Massachusetts General Hospital:3;
32551,M. Carolina Gongora Nieto,5,Health Sciences,0,0,2,2,,
32552,M. Carolina Gongora Nieto,6,Health Sciences,0,0,1,0,,
32553,M. Chado,6,Health Sciences,0,0,1,0,,Children's Center:1;
32554,M. Christian Green,1,Social Sciences,0,0,3,2,,
32555,M. Christian Green,2,Social Sciences,2,2,2,1,,
32556,M. Christian Green,3,Social Sciences,7,7,11,15,,
32557,M. Christian Green,4,Social Sciences,6,6,6,1,,
32558,M. Christian Green,5,Social Sciences,1,1,1,0,,
32559,M. Christian Green,6,Social Sciences,1,1,1,0,,
32560,M. Citlalli Perez‐Guzman,5,Health Sciences,0,0,1,95,,
32561,M. Citlalli Perez‐Guzman,6,Health Sciences,2,0,8,239,,
32562,M. Citlalli Perez‐Guzman,6,Life Sciences,0,0,1,13,,
32563,M. Cristescu,5,Health Sciences,0,0,5,20,,
32564,M. Cristescu,6,Health Sciences,0,0,9,43,,Grady Memorial Hospital:1;Medical College of Wisconsin:4;
32565,M. Cristescu,6,Life Sciences,0,0,1,0,,Medical College of Wisconsin:1;
32566,M. D. Kearns,6,Health Sciences,1,0,1,0,,
32567,M. Daneshmand,6,Health Sciences,0,0,3,0,,
32568,M. Daniele Fallin,6,Health Sciences,0,0,9,5,,Johns Hopkins University:2;
32569,M. Daniele Fallin,6,Life Sciences,0,0,9,17,,
32570,M. Daniele Fallin,6,Physical Sciences,0,0,4,6,,
32571,M. Davis,6,Health Sciences,0,0,1,0,,Grady Health System:1;
32572,M. Drumm,6,Health Sciences,0,0,1,1,,
32573,M. E. W. North,6,Health Sciences,0,0,1,0,,Durham VA Medical Center:1;
32574,M. Eileen Dolan,2,Health Sciences,0,0,1,78,,Children's Cancer Center:1;
32575,M. Eileen Dolan,6,Health Sciences,0,0,1,4,,NeuroDevelopment Center:2;
32576,M. Elizabeth Marder,4,Life Sciences,0,0,2,280,,
32577,M. Elizabeth Marder,4,Physical Sciences,1,0,3,271,,
32578,M. Elizabeth Marder,5,Health Sciences,0,0,1,45,,
32579,M. Elizabeth Marder,5,Life Sciences,0,0,7,154,,
32580,M. Elizabeth Marder,5,Physical Sciences,0,0,3,91,,
32581,M. Elizabeth Marder,6,Physical Sciences,0,0,1,6,,"University of California, Davis:2;"
32582,M. Gabriela Kuba,6,Health Sciences,0,0,1,1,,Memorial Sloan Kettering Cancer Center:3;Yale University:1;
32583,M. Gabriela Sava,6,Health Sciences,0,0,1,2,,"University of California, San Diego:1;"
32584,M. Ghosh,6,Social Sciences,0,0,1,1,,
32585,M. H. Stallings,6,Health Sciences,0,0,1,0,,
32586,M. H. Stallings,6,Life Sciences,0,0,1,0,,
32587,M. Harvill,6,Physical Sciences,0,0,1,0,,AID Atlanta:1;
32588,M. Hawkins,6,Health Sciences,0,0,1,0,,
32589,M. Heit,6,Health Sciences,0,0,1,0,,
32590,M. Henes,6,Health Sciences,0,0,1,3,,University of Massachusetts Chan Medical School:1;
32591,M. Henes,6,Life Sciences,0,0,1,0,,
32592,M. Hope Robinson,3,Life Sciences,0,0,1,38,,
32593,M. Hope Robinson,4,Life Sciences,0,0,1,0,,
32594,M. Hope Robinson,5,Health Sciences,1,0,2,125,,Children's Healthcare of Atlanta:1;
32595,M. Hope Robinson,5,Life Sciences,2,0,3,41,,
32596,M. Hope Robinson,5,Social Sciences,1,1,1,0,,
32597,M. Hope Robinson,6,Health Sciences,0,0,2,0,,
32598,M. Hope Robinson,6,Life Sciences,0,0,1,4,,
32599,M. Horwath,6,Health Sciences,0,0,1,0,,
32600,M. J. Huang,6,Physical Sciences,2,0,5,28,,Atlanta University Center:5;
32601,M. J. S. Lowe,5,Health Sciences,0,0,1,0,,
32602,M. J. S. Lowe,5,Life Sciences,0,0,1,0,,
32603,M. J. S. Lowe,6,Health Sciences,0,0,2,0,,
32604,M. J. S. Lowe,6,Life Sciences,0,0,1,1,,
32605,M. Jacob Adams,6,Health Sciences,1,0,1,1,,
32606,M. John,6,Health Sciences,1,0,1,0,,Children's Healthcare of Atlanta:1;
32607,M. John Gill,6,Health Sciences,0,0,1,0,CA:17;,University of Calgary:17;University of North Carolina at Chapel Hill:1;
32608,M. Jordan Rowley,4,Life Sciences,3,0,5,834,,
32609,M. Jordan Rowley,4,Physical Sciences,1,0,1,5,,
32610,M. Jordan Rowley,5,Health Sciences,0,0,1,99,,University of Nebraska Medical Center:2;
32611,M. Jordan Rowley,5,Life Sciences,3,0,11,1610,,University of Michigan–Ann Arbor:1;
32612,M. Jordan Rowley,6,Life Sciences,0,0,1,0,,University of Nebraska Medical Center:3;University of Nebraska at Omaha:1;
32613,M. Juliana McElrath,6,Health Sciences,0,0,1,0,ZA:5;,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa:5;Fred Hutch Cancer Center:10;University of Washington:7;
32614,M. K. Gaitonde,6,Health Sciences,3,0,7,2,,The University of Texas Southwestern Medical Center:1;
32615,M. Kapuria,6,Life Sciences,0,0,1,0,,
32616,M. L. Arellano,6,Health Sciences,0,0,1,2,,
32617,M. L. Gullino,6,Physical Sciences,0,0,1,2,IN:1;,Govind Ballabh Pant University of Agriculture and Technology:1;
32618,M. Lindell Joseph,6,Health Sciences,1,0,1,0,,Rogers (United States):1;
32619,M. Lowe,6,Health Sciences,1,0,1,1,,
32620,M. Mack,6,Health Sciences,0,0,1,160,,Vanderbilt University Medical Center:1;
32621,M. Mavigner,6,Health Sciences,0,0,1,0,,
32622,M. Mavigner,6,Life Sciences,0,0,1,2,,
32623,M. Mense,6,Health Sciences,0,0,1,0,,Children's Center:1;
32624,M. Monteiro,6,Health Sciences,0,0,3,0,,
32625,M. NGUYEN,6,Health Sciences,1,1,1,0,,
32626,M. Neale Weitzmann,0,Life Sciences,3,2,6,781,,Barnes-Jewish Hospital:1;Georgia Institute of Technology:1;
32627,M. Neale Weitzmann,1,Health Sciences,0,0,3,205,,
32628,M. Neale Weitzmann,1,Life Sciences,3,2,9,2245,,
32629,M. Neale Weitzmann,2,Health Sciences,0,0,3,221,,Atlanta VA Medical Center:1;Veterans Health Administration:1;
32630,M. Neale Weitzmann,2,Life Sciences,0,0,6,548,,Piedmont Cancer Institute:1;Veterans Health Administration:1;
32631,M. Neale Weitzmann,3,Health Sciences,2,3,6,330,,Atlanta VA Medical Center:1;Veterans Health Administration:1;
32632,M. Neale Weitzmann,3,Life Sciences,3,3,12,840,,Atlanta VA Medical Center:2;Veterans Health Administration:5;
32633,M. Neale Weitzmann,3,Physical Sciences,0,1,2,49,,
32634,M. Neale Weitzmann,4,Health Sciences,1,2,7,208,,Atlanta VA Medical Center:1;Veterans Health Administration:6;
32635,M. Neale Weitzmann,4,Life Sciences,1,1,7,779,,Atlanta VA Medical Center:1;Office of Infectious Diseases:1;United States Department of Veterans Affairs:1;
32636,M. Neale Weitzmann,5,Health Sciences,1,1,5,138,,Atlanta VA Medical Center:1;Veterans Health Administration:1;
32637,M. Neale Weitzmann,5,Life Sciences,0,2,7,520,,Atlanta VA Medical Center:3;Veterans Health Administration:1;
32638,M. Neale Weitzmann,5,Physical Sciences,0,0,1,12,,Veterans Health Administration:1;
32639,M. Neale Weitzmann,6,Health Sciences,1,2,10,34,,Atlanta VA Medical Center:2;Veterans Health Administration:3;
32640,M. Neale Weitzmann,6,Life Sciences,0,0,12,115,,Children's Healthcare of Atlanta:1;Veterans Health Administration:1;
32641,M. Nelson,6,Health Sciences,0,0,1,0,,
32642,M. Nosrati,5,Life Sciences,2,0,2,34,,
32643,M. Nosrati,6,Life Sciences,0,0,2,6,,
32644,M. Olivia Titus,6,Health Sciences,0,0,1,0,,Medical University of South Carolina:2;
32645,M. Paiardini,4,Life Sciences,0,0,1,23,,
32646,M. Paiardini,6,Health Sciences,0,0,2,0,,
32647,M. Paiardini,6,Life Sciences,0,0,4,1,,
32648,M. Paiardini,6,Social Sciences,0,0,1,0,,
32649,M. Pettis,6,Life Sciences,0,0,3,0,,Children's Healthcare of Atlanta:1;
32650,M. R. Moore,5,Health Sciences,0,0,2,1,,
32651,M. R. Moore,6,Health Sciences,0,0,2,18,,
32652,M. R. Porter,6,Social Sciences,0,0,1,0,,Baylor College of Medicine:1;
32653,M. R. Young,4,Health Sciences,1,2,2,14,,
32654,M. R. Young,5,Health Sciences,1,1,5,41,,
32655,M. R. Young,5,Life Sciences,1,0,4,11,,
32656,M. R. Young,6,Health Sciences,0,0,5,11,,
32657,M. R. Young,6,Life Sciences,3,3,5,8,,
32658,M. Ratcliffe,6,Health Sciences,0,0,1,0,,
32659,M. Reza Hashemi,6,Physical Sciences,0,0,1,0,,
32660,M. Ruben,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
32661,M. S. A. Bhuiyan,6,Life Sciences,0,0,1,0,,
32662,M. Saavedra,6,Life Sciences,0,0,1,0,,
32663,M. Saini,6,Health Sciences,0,0,1,1,,
32664,M. Schurr,6,Life Sciences,0,0,1,0,,Children's Center:1;
32665,M. Shemontee,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
32666,M. Statzu,6,Life Sciences,1,0,1,0,,
32667,M. Szurek,6,Physical Sciences,0,0,1,0,,
32668,M. Terry,6,Health Sciences,1,0,1,0,,
32669,M. Torres,1,Life Sciences,0,0,1,4,,
32670,M. Torres,2,Health Sciences,1,0,2,1,,
32671,M. Torres,2,Life Sciences,0,0,1,0,,
32672,M. Torres,3,Health Sciences,0,0,1,0,,
32673,M. Torres,3,Physical Sciences,0,0,1,0,,
32674,M. Torres,3,Social Sciences,0,0,1,1,,RTOG Foundation:1;
32675,M. Torres,4,Health Sciences,0,0,1,0,,
32676,M. Torres,4,Life Sciences,0,0,3,1,,Allegheny Health Network:1;
32677,M. Torres,5,Life Sciences,0,0,2,6,,Mercy Medical Center:2;
32678,M. Torres,6,Health Sciences,0,0,2,4,,
32679,M. Torres,6,Life Sciences,0,0,1,0,,
32680,M. W. J. Ferguson,4,Health Sciences,1,1,4,65,,Children's Healthcare of Atlanta:2;
32681,M. W. J. Ferguson,5,Health Sciences,1,0,1,0,,Children's Healthcare of Atlanta:1;
32682,M. W. J. Ferguson,6,Health Sciences,0,0,4,1,,Children's Healthcare of Atlanta:2;
32683,M. W. McDonald,6,Physical Sciences,0,0,1,2,,
32684,M. Wang,2,Health Sciences,1,0,1,1,CA:1;,Jefferson University Hospitals:1;McGill University:1;RTOG Foundation:1;
32685,M. Wang,5,Physical Sciences,1,0,1,0,,
32686,M. Wang,5,Social Sciences,1,1,1,0,,
32687,M. Wang,6,Health Sciences,0,0,2,3,,Atlanta Technical College:1;Creighton University:1;University of Colorado Anschutz Medical Campus:1;
32688,M. Williams,6,Health Sciences,0,0,2,8,,
32689,M. Williams,6,Life Sciences,1,0,1,1,,
32690,M. Williamson,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
32691,M. Winkler,6,Health Sciences,1,0,1,0,,
32692,M. Yawar J. Qadri,6,Health Sciences,0,0,2,7,,
32693,M. Yee,3,Life Sciences,1,0,1,26,,
32694,M. Yee,4,Health Sciences,0,0,2,133,,Children's Healthcare of Atlanta:2;
32695,M. Yee,5,Health Sciences,1,0,2,0,,Children's Healthcare of Atlanta:1;
32696,M. Yee,6,Health Sciences,0,0,5,6,,Children's Healthcare of Atlanta:5;
32697,M. Zino Kuhn,6,Health Sciences,0,0,1,0,,Florida College:1;
32698,M. van Assen,6,Health Sciences,0,0,1,0,,
32699,M.A. Bilen,6,Health Sciences,0,0,1,0,,
32700,M.A. Kirby,6,Physical Sciences,0,0,1,0,,Harvard University Press:1;
32701,M.A. Norman,6,Health Sciences,0,0,1,0,,
32702,M.A. Thomas,4,Health Sciences,0,0,1,16,,
32703,M.A. Thomas,5,Life Sciences,0,0,1,0,,
32704,M.A. Thomas,5,Physical Sciences,0,0,1,231,,Washington University in St. Louis:1;
32705,M.A. Thomas,6,Health Sciences,0,0,2,0,,
32706,M.A. Urrutia,6,Health Sciences,0,0,1,1,,
32707,M.C. O'Riordan,6,Social Sciences,1,0,1,0,,
32708,M.E. Diaz-Hernandez,6,Health Sciences,0,0,2,1,,
32709,M.E. Fain,6,Life Sciences,1,0,1,0,,
32710,M.E. Shockley,6,Health Sciences,0,0,1,0,,
32711,M.K. Ali,5,Health Sciences,0,0,1,0,,
32712,M.K. Ali,6,Health Sciences,0,0,1,1,,
32713,M.L. Cottrell,6,Health Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
32714,M.L. Yushak,6,Health Sciences,0,0,2,2,,
32715,M.M. Holstad,6,Social Sciences,0,0,1,0,,
32716,M.M. Shah,6,Health Sciences,0,0,1,0,,
32717,M.P. Lachiewicz,6,Health Sciences,0,0,1,0,,
32718,M.P. Revuelta,6,Health Sciences,0,0,2,0,,
32719,M.R. Bliss,6,Health Sciences,0,0,1,2,,
32720,M.R. Bliss,6,Life Sciences,0,0,1,0,,
32721,M.R. Bliss,6,Social Sciences,0,0,1,0,,
32722,M.R. Cherabuddi,6,Health Sciences,1,0,1,1,,Henry Ford Hospital:1;
32723,M.S. Lee,6,Health Sciences,0,0,1,0,,Florida State University:1;
32724,M.T. Samuel,6,Social Sciences,3,3,3,7,,
32725,MA Bilen,6,Social Sciences,0,0,1,0,,
32726,MAX BOUDI,6,Health Sciences,0,0,1,2,,University of Arizona:1;
32727,MB Acheson,6,Health Sciences,0,0,1,0,,
32728,MD Nancy M. Bennett,6,Health Sciences,0,0,1,2,,University of Rochester:1;
32729,MF El-Chami,6,Health Sciences,0,0,2,1,,
32730,MK Showkath Ali,4,Health Sciences,0,0,1,0,,
32731,MK Showkath Ali,6,Health Sciences,0,0,1,1,,
32732,MK Showkath Ali,6,Social Sciences,0,0,1,1,,
32733,MO Stevenson,6,Social Sciences,0,0,1,0,,
32734,MPH Alison Muse,6,Health Sciences,0,0,1,2,,New York State Department of Health:1;
32735,MPH Breanna Kawasaki,6,Health Sciences,0,0,1,2,,Colorado Department of Public Health and Environment:1;
32736,MPH Huong Pham,6,Health Sciences,0,0,1,2,,Centers for Disease Control and Prevention:1;
32737,MPH James Meek,6,Health Sciences,0,0,1,2,,Centers for Disease Control and Prevention:1;
32738,MPH Kathryn Como-Sabetti,6,Health Sciences,0,0,1,2,,Minnesota Department of Health:1;
32739,MPH Laurie M. Billing,6,Health Sciences,0,0,1,2,,Ohio Department of Health:1;
32740,MPH MBBS Kadam Patel,6,Health Sciences,0,0,1,2,,Centers for Disease Control and Prevention:1;
32741,MPH Mary Hill,6,Health Sciences,0,0,1,2,,Lake County:1;
32742,MPH Michael Whitaker,6,Health Sciences,0,0,1,2,,Centers for Disease Control and Prevention:1;
32743,MS Schoen,6,Life Sciences,1,0,2,0,,
32744,MSW Andy Weigel,6,Health Sciences,0,0,1,2,,Michigan Department of Health and Human Services:1;
32745,Ma Mei,6,Health Sciences,1,0,1,0,,
32746,Maan Jokhadar,2,Health Sciences,1,1,2,37,,
32747,Maan Jokhadar,3,Health Sciences,0,0,9,304,,Children's Healthcare of Atlanta:1;
32748,Maan Jokhadar,3,Life Sciences,0,0,1,2,,
32749,Maan Jokhadar,3,Physical Sciences,0,0,1,0,,
32750,Maan Jokhadar,4,Health Sciences,0,0,9,82,,Yale University:2;
32751,Maan Jokhadar,5,Health Sciences,0,0,11,86,,
32752,Maan Jokhadar,6,Health Sciences,0,0,7,2,,Mayo Clinic:1;
32753,Maan Jokhadar,6,Life Sciences,0,0,1,2,,
32754,Maan Jokhadar,6,Physical Sciences,0,0,1,1,,
32755,Maaz Ahmed,4,Health Sciences,0,0,1,0,,
32756,Maaz Ahmed,6,Health Sciences,1,0,2,0,,
32757,Maa‐Ohui Quarmyne,4,Health Sciences,3,1,5,69,,Children's Healthcare of Atlanta:5;
32758,Maa‐Ohui Quarmyne,5,Health Sciences,0,0,8,153,,Children's Healthcare of Atlanta:3;
32759,Maa‐Ohui Quarmyne,6,Health Sciences,1,1,4,15,,Center for Cancer and Blood Disorders:1;Children's Healthcare of Atlanta:2;
32760,Macarena Tejos-Bravo,6,Life Sciences,0,0,1,3,,
32761,Machelle T. Pardue,0,Health Sciences,1,1,4,37,,Atlanta VA Medical Center:2;Veterans Health Administration:1;
32762,Machelle T. Pardue,0,Life Sciences,2,0,14,319,,Atlanta VA Medical Center:7;
32763,Machelle T. Pardue,1,Health Sciences,0,2,5,146,,Atlanta VA Medical Center:2;
32764,Machelle T. Pardue,1,Life Sciences,2,0,10,115,,Atlanta VA Medical Center:3;Emory Eye Center:1;University of Houston:1;
32765,Machelle T. Pardue,1,Physical Sciences,0,0,1,1,,
32766,Machelle T. Pardue,2,Health Sciences,0,0,11,214,,Veterans Health Administration:1;
32767,Machelle T. Pardue,2,Life Sciences,1,2,14,193,,Atlanta Medical Center:1;Atlanta VA Medical Center:5;
32768,Machelle T. Pardue,2,Physical Sciences,0,0,1,0,,
32769,Machelle T. Pardue,3,Health Sciences,1,2,14,139,,Atlanta VA Health Care System:1;Atlanta VA Medical Center:1;Ophthalmology Associates (United States):1;
32770,Machelle T. Pardue,3,Life Sciences,2,2,24,410,,Atlanta VA Medical Center:7;Ophthalmology Associates (United States):1;
32771,Machelle T. Pardue,3,Physical Sciences,0,0,1,0,,
32772,Machelle T. Pardue,4,Health Sciences,1,1,9,118,,Atlanta VA Health Care System:3;Atlanta VA Medical Center:7;Emory Eye Center:1;
32773,Machelle T. Pardue,4,Life Sciences,0,5,16,400,,Atlanta Medical Center:2;Atlanta VA Medical Center:6;Georgia Institute of Technology:8;
32774,Machelle T. Pardue,5,Health Sciences,0,4,12,203,,Atlanta Medical Center:1;Atlanta VA Health Care System:5;Atlanta VA Medical Center:2;
32775,Machelle T. Pardue,5,Life Sciences,0,4,6,145,,Atlanta Medical Center:1;Atlanta VA Health Care System:2;Atlanta VA Medical Center:3;
32776,Machelle T. Pardue,6,Health Sciences,0,9,19,214,,Atlanta VA Health Care System:11;Atlanta VA Medical Center:1;Georgia Institute of Technology:5;
32777,Machelle T. Pardue,6,Life Sciences,0,4,9,131,,Atlanta VA Health Care System:2;Atlanta VA Medical Center:2;Georgia Institute of Technology:2;
32778,Maciej Banach,4,Health Sciences,0,0,1,109,PL:5;,Columbia University Irving Medical Center:1;Medical University of Lodz:3;Polish Mother’s Memorial Hospital Research Institute:1;
32779,Maciej Banach,6,Physical Sciences,0,0,1,25,,Institute for Health Metrics and Evaluation:1;
32780,Mack Sheraton,6,Health Sciences,0,1,1,1,,Trinity Medical Center:1;
32781,Mackenzie Bennett,5,Health Sciences,0,0,1,0,,
32782,Mackenzie Bennett,6,Health Sciences,0,0,2,3,,
32783,Mackenzie Bennett,6,Physical Sciences,0,0,1,2,,
32784,Mackenzie Bennett,6,Social Sciences,0,0,3,45,,
32785,Mackenzie C. Cervenka,6,Life Sciences,0,0,1,7,,Massachusetts General Hospital:1;William S. Middleton Memorial Veterans Hospital:1;
32786,Mackenzie Cramer,6,Physical Sciences,0,0,1,26,,
32787,Mackenzie F. Smith,6,Life Sciences,0,0,1,0,,
32788,Mackenzie F. Webster,6,Life Sciences,2,2,2,2,,
32789,Mackenzie Hoogshagen,6,Life Sciences,1,1,1,2,,
32790,Mackenzie L. W. Garcia,6,Social Sciences,0,0,2,1,,
32791,Mackenzie R. Prichard,5,Life Sciences,0,0,2,21,,University of Montana:1;
32792,Mackenzie R. Prichard,5,Social Sciences,0,0,1,20,,
32793,Mackenzie R. Prichard,6,Life Sciences,1,1,1,4,,
32794,Madalina E. Tivarus,6,Life Sciences,0,0,1,17,,Medical College of Wisconsin:1;
32795,Maddelyn Yaceczko,6,Life Sciences,0,0,1,0,,
32796,Maddie Giegold,6,Health Sciences,0,0,1,0,,
